Report Number,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,,,,
17525,Ahmedabad,178,FRAUD,71,X,Poison,Other Crime,13,No,,,,
17526,Delhi,513,FIREARM OFFENSE,49,F,Explosives,Fire Accident,5,Yes,,,,
17527,Srinagar,462,EXTORTION,74,M,Other,Other Crime,11,Yes,,,,
17528,Delhi,181,PUBLIC INTOXICATION,74,M,None,Other Crime,17,No,,,,
17529,Chennai,230,CYBERCRIME,36,X,Explosives,Other Crime,15,No,,,,
17530,Hyderabad,138,COUNTERFEITING,49,X,None,Other Crime,18,Yes,,,,
17531,Mumbai,564,COUNTERFEITING,50,M,Blunt Object,Other Crime,4,No,,,,
17532,Agra,276,SHOPLIFTING,79,F,Blunt Object,Other Crime,8,Yes,,,,
17533,Bhopal,240,SHOPLIFTING,48,M,Explosives,Other Crime,3,No,,,,
17534,Bangalore,342,IDENTITY THEFT,79,F,Blunt Object,Violent Crime,18,No,,,,
17535,Visakhapatnam,316,CYBERCRIME,33,X,None,Other Crime,11,No,,,,
17536,Thane,594,TRAFFIC VIOLATION,38,X,Explosives,Traffic Fatality,14,Yes,,,,
17537,Bangalore,365,BURGLARY,65,M,Firearm,Other Crime,13,Yes,,,,
17538,Bangalore,439,HOMICIDE,42,F,Knife,Other Crime,11,No,,,,
17539,Hyderabad,499,HOMICIDE,49,X,None,Other Crime,15,No,,,,
17540,Kanpur,433,FRAUD,47,M,Poison,Other Crime,9,No,,,,
17541,Chennai,511,FRAUD,31,M,None,Other Crime,13,No,,,,
17542,Indore,456,ROBBERY,66,X,Other,Violent Crime,18,No,,,,
17543,Delhi,533,VANDALISM,23,M,Firearm,Other Crime,1,Yes,,,,
17544,Chennai,541,SHOPLIFTING,70,M,Firearm,Other Crime,2,Yes,,,,
17545,Lucknow,527,VEHICLE - STOLEN,65,M,None,Violent Crime,4,Yes,,,,
17546,Hyderabad,580,VEHICLE - STOLEN,71,M,None,Violent Crime,11,Yes,,,,
17547,Kanpur,114,PUBLIC INTOXICATION,52,M,Other,Other Crime,14,Yes,,,,
17548,Delhi,344,FRAUD,77,X,Explosives,Other Crime,6,No,,,,
17549,Patna,297,FIREARM OFFENSE,44,F,Blunt Object,Fire Accident,8,Yes,,,,
17550,Bangalore,117,DOMESTIC VIOLENCE,12,X,Blunt Object,Violent Crime,2,Yes,,,,
17551,Delhi,189,ROBBERY,62,M,Poison,Violent Crime,6,No,,,,
17552,Ludhiana,122,DOMESTIC VIOLENCE,59,M,Blunt Object,Violent Crime,2,No,,,,
17553,Vasai,216,TRAFFIC VIOLATION,75,X,Knife,Traffic Fatality,1,No,,,,
17554,Chennai,362,IDENTITY THEFT,69,X,Poison,Violent Crime,19,No,,,,
17555,Delhi,486,CYBERCRIME,75,F,Explosives,Other Crime,15,Yes,,,,
17556,Delhi,228,TRAFFIC VIOLATION,10,M,Firearm,Traffic Fatality,10,Yes,,,,
17557,Nagpur,103,DOMESTIC VIOLENCE,54,X,Firearm,Violent Crime,4,No,,,,
17558,Indore,149,SHOPLIFTING,54,X,None,Other Crime,9,Yes,,,,
17559,Indore,523,PUBLIC INTOXICATION,29,M,Explosives,Other Crime,11,No,,,,
17560,Indore,518,ROBBERY,59,X,Other,Violent Crime,16,Yes,,,,
17561,Mumbai,287,DRUG OFFENSE,47,F,Explosives,Other Crime,7,Yes,,,,
17562,Nagpur,218,HOMICIDE,58,F,Blunt Object,Other Crime,2,No,,,,
17563,Mumbai,153,SHOPLIFTING,69,M,Blunt Object,Other Crime,8,No,,,,
17564,Surat,188,CYBERCRIME,22,F,Knife,Other Crime,8,Yes,,,,
17565,Visakhapatnam,581,SEXUAL ASSAULT,41,M,Knife,Violent Crime,19,No,,,,
17566,Agra,300,EXTORTION,51,X,Poison,Other Crime,19,Yes,,,,
17567,Delhi,577,PUBLIC INTOXICATION,52,F,None,Other Crime,2,Yes,,,,
17568,Bangalore,128,SEXUAL ASSAULT,19,F,Blunt Object,Violent Crime,15,Yes,,,,
17569,Kolkata,544,COUNTERFEITING,72,M,Blunt Object,Other Crime,1,Yes,,,,
17570,Mumbai,305,COUNTERFEITING,43,X,Blunt Object,Other Crime,17,No,,,,
17571,Bhopal,491,DOMESTIC VIOLENCE,69,M,Explosives,Violent Crime,9,No,,,,
17572,Chennai,529,ARSON,27,M,Knife,Fire Accident,10,Yes,,,,
17573,Varanasi,533,SEXUAL ASSAULT,28,M,Blunt Object,Violent Crime,1,No,,,,
17574,Delhi,496,IDENTITY THEFT,21,F,Firearm,Violent Crime,3,No,,,,
17575,Chennai,278,IDENTITY THEFT,51,X,Blunt Object,Violent Crime,19,Yes,,,,
17576,Nagpur,501,DOMESTIC VIOLENCE,40,F,Other,Violent Crime,2,Yes,,,,
17577,Ahmedabad,126,HOMICIDE,38,X,Blunt Object,Other Crime,19,No,,,,
17578,Srinagar,511,DRUG OFFENSE,20,X,None,Other Crime,11,No,,,,
17579,Surat,357,COUNTERFEITING,28,F,None,Other Crime,19,Yes,,,,
17580,Mumbai,228,PUBLIC INTOXICATION,25,F,Knife,Other Crime,5,No,,,,
17581,Nashik,273,ILLEGAL POSSESSION,72,M,Other,Other Crime,12,No,,,,
17582,Delhi,412,ROBBERY,37,M,Poison,Violent Crime,4,No,,,,
17583,Srinagar,119,SHOPLIFTING,44,F,Firearm,Other Crime,19,No,,,,
17584,Patna,526,IDENTITY THEFT,22,M,Explosives,Violent Crime,13,Yes,,,,
17585,Faridabad,447,FRAUD,74,X,Explosives,Other Crime,16,Yes,,,,
17586,Kolkata,546,BURGLARY,65,F,Explosives,Other Crime,9,Yes,,,,
17587,Ahmedabad,506,ROBBERY,75,F,Poison,Violent Crime,3,Yes,,,,
17588,Kanpur,145,ROBBERY,12,X,Other,Violent Crime,13,Yes,,,,
17589,Ahmedabad,565,IDENTITY THEFT,30,X,Poison,Violent Crime,7,No,,,,
17590,Chennai,429,PUBLIC INTOXICATION,19,F,Knife,Other Crime,3,No,,,,
17591,Jaipur,297,DOMESTIC VIOLENCE,74,X,None,Violent Crime,5,Yes,,,,
17592,Mumbai,465,SEXUAL ASSAULT,49,M,None,Violent Crime,15,Yes,,,,
17593,Nagpur,248,ASSAULT,25,M,Other,Violent Crime,6,No,,,,
17594,Bangalore,423,DRUG OFFENSE,40,M,Knife,Other Crime,18,No,,,,
17595,Delhi,154,TRAFFIC VIOLATION,79,X,Blunt Object,Traffic Fatality,5,No,,,,
17596,Mumbai,316,CYBERCRIME,52,F,Explosives,Other Crime,12,No,,,,
17597,Pune,484,VANDALISM,47,M,Firearm,Other Crime,5,Yes,,,,
17598,Ghaziabad,219,VANDALISM,13,M,Blunt Object,Other Crime,19,Yes,,,,
17599,Pune,121,IDENTITY THEFT,20,M,None,Violent Crime,4,Yes,,,,
17600,Kanpur,487,CYBERCRIME,13,F,Blunt Object,Other Crime,2,No,,,,
17601,Bangalore,378,PUBLIC INTOXICATION,60,X,Other,Other Crime,11,Yes,,,,
17602,Delhi,293,DOMESTIC VIOLENCE,52,M,Blunt Object,Violent Crime,1,Yes,,,,
17603,Hyderabad,308,COUNTERFEITING,12,X,Explosives,Other Crime,1,No,,,,
17604,Mumbai,272,KIDNAPPING,69,F,Knife,Other Crime,19,Yes,,,,
17605,Pune,267,SEXUAL ASSAULT,43,X,Other,Violent Crime,14,Yes,,,,
17606,Hyderabad,122,ROBBERY,20,F,Firearm,Violent Crime,18,No,,,,
17607,Lucknow,387,DRUG OFFENSE,34,M,Other,Other Crime,2,Yes,,,,
17608,Agra,116,TRAFFIC VIOLATION,12,M,Poison,Traffic Fatality,8,Yes,,,,
17609,Mumbai,360,HOMICIDE,76,M,Blunt Object,Other Crime,5,Yes,,,,
17610,Pune,369,ROBBERY,69,M,Explosives,Violent Crime,9,No,,,,
17611,Delhi,158,FRAUD,11,F,Firearm,Other Crime,10,Yes,,,,
17612,Meerut,475,SEXUAL ASSAULT,55,F,Poison,Violent Crime,15,Yes,,,,
17613,Mumbai,524,HOMICIDE,52,X,Firearm,Other Crime,16,No,,,,
17614,Visakhapatnam,150,FIREARM OFFENSE,29,F,Blunt Object,Fire Accident,10,No,,,,
17615,Chennai,178,IDENTITY THEFT,53,X,Blunt Object,Violent Crime,1,No,,,,
17616,Pune,332,SEXUAL ASSAULT,40,F,Blunt Object,Violent Crime,14,No,,,,
17617,Delhi,329,SEXUAL ASSAULT,23,X,Other,Violent Crime,16,Yes,,,,
17618,Rajkot,548,ASSAULT,36,M,Explosives,Violent Crime,2,No,,,,
17619,Ahmedabad,170,DOMESTIC VIOLENCE,11,X,Explosives,Violent Crime,13,Yes,,,,
17620,Jaipur,370,FRAUD,46,F,Explosives,Other Crime,2,No,,,,
17621,Chennai,288,VANDALISM,29,F,Other,Other Crime,17,No,,,,
17622,Indore,249,EXTORTION,66,F,Other,Other Crime,15,Yes,,,,
17623,Chennai,543,KIDNAPPING,16,M,Other,Other Crime,8,No,,,,
17624,Lucknow,298,VANDALISM,65,M,Poison,Other Crime,8,No,,,,
17625,Delhi,435,TRAFFIC VIOLATION,61,X,None,Traffic Fatality,2,No,,,,
17626,Lucknow,270,HOMICIDE,27,M,Blunt Object,Other Crime,9,Yes,,,,
17627,Visakhapatnam,233,TRAFFIC VIOLATION,68,F,Blunt Object,Traffic Fatality,18,No,,,,
17628,Mumbai,413,DRUG OFFENSE,74,M,Explosives,Other Crime,4,No,,,,
17629,Pune,444,ARSON,25,F,Blunt Object,Fire Accident,7,No,,,,
17630,Hyderabad,277,TRAFFIC VIOLATION,53,X,Explosives,Traffic Fatality,1,Yes,,,,
17631,Mumbai,495,BURGLARY,58,F,Poison,Other Crime,12,Yes,,,,
17632,Vasai,288,ILLEGAL POSSESSION,18,F,Explosives,Other Crime,19,Yes,,,,
17633,Patna,399,BURGLARY,33,X,None,Other Crime,4,No,,,,
17634,Kanpur,325,VANDALISM,78,M,Firearm,Other Crime,13,No,,,,
17635,Delhi,175,VEHICLE - STOLEN,46,X,Knife,Violent Crime,14,No,,,,
17636,Lucknow,564,SEXUAL ASSAULT,28,F,Poison,Violent Crime,15,No,,,,
17637,Chennai,298,VANDALISM,11,F,Explosives,Other Crime,1,Yes,,,,
17638,Delhi,108,SHOPLIFTING,45,F,Firearm,Other Crime,2,Yes,,,,
17639,Thane,591,TRAFFIC VIOLATION,34,X,None,Traffic Fatality,8,Yes,,,,
17640,Ludhiana,574,ILLEGAL POSSESSION,70,F,Blunt Object,Other Crime,17,No,,,,
17641,Kolkata,548,DOMESTIC VIOLENCE,47,F,Other,Violent Crime,15,Yes,,,,
17642,Indore,372,VEHICLE - STOLEN,38,M,Poison,Violent Crime,11,Yes,,,,
17643,Agra,520,BURGLARY,43,M,Poison,Other Crime,10,Yes,,,,
17644,Ghaziabad,258,ASSAULT,13,M,Knife,Violent Crime,18,Yes,,,,
17645,Bangalore,576,DRUG OFFENSE,78,X,Knife,Other Crime,17,Yes,,,,
17646,Kolkata,132,SEXUAL ASSAULT,31,F,Blunt Object,Violent Crime,5,Yes,,,,
17647,Delhi,157,BURGLARY,28,X,None,Other Crime,10,No,,,,
17648,Kanpur,166,VANDALISM,71,X,Other,Other Crime,6,Yes,,,,
17649,Jaipur,489,SEXUAL ASSAULT,50,X,Firearm,Violent Crime,3,No,,,,
17650,Patna,544,SHOPLIFTING,49,F,Knife,Other Crime,5,No,,,,
17651,Chennai,196,TRAFFIC VIOLATION,25,M,Poison,Traffic Fatality,2,No,,,,
17652,Hyderabad,247,PUBLIC INTOXICATION,66,X,None,Other Crime,17,Yes,,,,
17653,Vasai,578,TRAFFIC VIOLATION,68,M,None,Traffic Fatality,1,No,,,,
17654,Mumbai,457,FRAUD,61,X,Blunt Object,Other Crime,8,Yes,,,,
17655,Agra,183,HOMICIDE,30,X,Blunt Object,Other Crime,17,Yes,,,,
17656,Bangalore,266,DOMESTIC VIOLENCE,55,F,Blunt Object,Violent Crime,3,No,,,,
17657,Srinagar,543,ASSAULT,12,X,Knife,Violent Crime,9,Yes,,,,
17658,Chennai,408,COUNTERFEITING,45,M,Poison,Other Crime,9,Yes,,,,
17659,Nagpur,118,KIDNAPPING,44,M,None,Other Crime,14,Yes,,,,
17660,Lucknow,104,FRAUD,20,M,Blunt Object,Other Crime,1,Yes,,,,
17661,Patna,414,ROBBERY,73,M,Blunt Object,Violent Crime,13,No,,,,
17662,Pune,530,HOMICIDE,17,X,Knife,Other Crime,1,No,,,,
17663,Delhi,359,FIREARM OFFENSE,71,M,Other,Fire Accident,1,Yes,,,,
17664,Nagpur,316,VEHICLE - STOLEN,11,X,None,Violent Crime,4,No,,,,
17665,Mumbai,528,ARSON,50,X,Explosives,Fire Accident,8,Yes,,,,
17666,Nashik,162,BURGLARY,78,X,Knife,Other Crime,10,No,,,,
17667,Mumbai,392,SHOPLIFTING,25,M,None,Other Crime,11,Yes,,,,
17668,Bangalore,201,BURGLARY,10,F,None,Other Crime,9,No,,,,
17669,Nagpur,512,IDENTITY THEFT,22,X,Other,Violent Crime,2,Yes,,,,
17670,Mumbai,445,SEXUAL ASSAULT,19,X,None,Violent Crime,11,No,,,,
17671,Pune,497,ILLEGAL POSSESSION,70,F,Blunt Object,Other Crime,4,No,,,,
17672,Bhopal,295,DOMESTIC VIOLENCE,38,M,Other,Violent Crime,13,Yes,,,,
17673,Pune,410,ILLEGAL POSSESSION,46,M,Blunt Object,Other Crime,18,Yes,,,,
17674,Bangalore,499,COUNTERFEITING,70,M,Knife,Other Crime,1,Yes,,,,
17675,Mumbai,168,HOMICIDE,51,M,Other,Other Crime,1,No,,,,
17676,Hyderabad,239,COUNTERFEITING,65,M,Knife,Other Crime,9,Yes,,,,
17677,Hyderabad,169,DRUG OFFENSE,31,F,None,Other Crime,8,Yes,,,,
17678,Kanpur,490,VEHICLE - STOLEN,66,X,Other,Violent Crime,6,Yes,,,,
17679,Surat,330,HOMICIDE,13,M,Firearm,Other Crime,5,Yes,,,,
17680,Mumbai,555,KIDNAPPING,52,X,Other,Other Crime,14,No,,,,
17681,Visakhapatnam,571,IDENTITY THEFT,47,M,Firearm,Violent Crime,12,Yes,,,,
17682,Kanpur,361,FIREARM OFFENSE,20,X,Poison,Fire Accident,7,Yes,,,,
17683,Thane,375,HOMICIDE,40,X,Knife,Other Crime,17,No,,,,
17684,Faridabad,407,IDENTITY THEFT,49,F,None,Violent Crime,3,No,,,,
17685,Delhi,203,SHOPLIFTING,28,X,Blunt Object,Other Crime,15,Yes,,,,
17686,Chennai,450,DOMESTIC VIOLENCE,31,X,Poison,Violent Crime,10,Yes,,,,
17687,Bangalore,551,PUBLIC INTOXICATION,56,X,Knife,Other Crime,3,Yes,,,,
17688,Delhi,152,VANDALISM,45,M,None,Other Crime,14,Yes,,,,
17689,Bangalore,163,VEHICLE - STOLEN,50,X,Knife,Violent Crime,6,Yes,,,,
17690,Jaipur,156,CYBERCRIME,45,X,Other,Other Crime,4,No,,,,
17691,Delhi,279,TRAFFIC VIOLATION,15,F,Firearm,Traffic Fatality,7,Yes,,,,
17692,Delhi,180,FIREARM OFFENSE,20,X,Explosives,Fire Accident,11,Yes,,,,
17693,Kanpur,383,DRUG OFFENSE,66,X,Poison,Other Crime,5,No,,,,
17694,Kolkata,358,BURGLARY,24,X,Other,Other Crime,4,No,,,,
17695,Ahmedabad,233,BURGLARY,44,F,None,Other Crime,2,No,,,,
17696,Mumbai,262,SEXUAL ASSAULT,22,F,Other,Violent Crime,18,Yes,,,,
17697,Ahmedabad,112,TRAFFIC VIOLATION,57,F,Blunt Object,Traffic Fatality,5,Yes,,,,
17698,Pune,182,KIDNAPPING,26,X,None,Other Crime,7,No,,,,
17699,Chennai,211,SEXUAL ASSAULT,61,X,Other,Violent Crime,14,Yes,,,,
17700,Chennai,291,ROBBERY,12,M,None,Violent Crime,9,Yes,,,,
17701,Nagpur,255,IDENTITY THEFT,28,M,Firearm,Violent Crime,7,No,,,,
17702,Jaipur,399,TRAFFIC VIOLATION,50,X,Poison,Traffic Fatality,13,No,,,,
17703,Visakhapatnam,332,VEHICLE - STOLEN,51,X,Other,Violent Crime,16,No,,,,
17704,Pune,427,DRUG OFFENSE,66,F,None,Other Crime,17,No,,,,
17705,Kolkata,309,HOMICIDE,70,X,Blunt Object,Other Crime,2,Yes,,,,
17706,Pune,423,ROBBERY,19,X,None,Violent Crime,1,No,,,,
17707,Mumbai,573,EXTORTION,67,X,Explosives,Other Crime,16,No,,,,
17708,Jaipur,259,ARSON,75,X,Other,Fire Accident,7,No,,,,
17709,Agra,180,SHOPLIFTING,46,F,Knife,Other Crime,9,No,,,,
17710,Delhi,406,IDENTITY THEFT,31,F,Knife,Violent Crime,10,Yes,,,,
17711,Jaipur,468,KIDNAPPING,29,X,Other,Other Crime,4,No,,,,
17712,Chennai,206,DOMESTIC VIOLENCE,19,M,None,Violent Crime,4,No,,,,
17713,Chennai,122,HOMICIDE,74,X,Knife,Other Crime,11,No,,,,
17714,Hyderabad,349,COUNTERFEITING,20,M,Explosives,Other Crime,12,No,,,,
17715,Chennai,271,VEHICLE - STOLEN,29,X,None,Violent Crime,1,No,,,,
17716,Mumbai,149,ILLEGAL POSSESSION,24,F,Explosives,Other Crime,12,No,,,,
17717,Lucknow,430,SHOPLIFTING,41,F,None,Other Crime,9,No,,,,
17718,Visakhapatnam,209,TRAFFIC VIOLATION,44,M,Poison,Traffic Fatality,15,No,,,,
17719,Faridabad,459,BURGLARY,24,F,Other,Other Crime,7,No,,,,
17720,Hyderabad,500,SHOPLIFTING,48,M,Other,Other Crime,13,No,,,,
17721,Hyderabad,138,VEHICLE - STOLEN,41,X,Blunt Object,Violent Crime,4,Yes,,,,
17722,Delhi,295,TRAFFIC VIOLATION,52,F,Poison,Traffic Fatality,1,Yes,,,,
17723,Pune,126,TRAFFIC VIOLATION,44,M,Blunt Object,Traffic Fatality,8,Yes,,,,
17724,Lucknow,214,ROBBERY,73,F,Knife,Violent Crime,3,Yes,,,,
17725,Chennai,216,FIREARM OFFENSE,63,X,None,Fire Accident,1,No,,,,
17726,Kolkata,454,ARSON,11,M,Firearm,Fire Accident,1,Yes,,,,
17727,Bangalore,185,BURGLARY,14,X,Blunt Object,Other Crime,8,No,,,,
17728,Indore,270,DRUG OFFENSE,23,X,Poison,Other Crime,11,No,,,,
17729,Surat,521,EXTORTION,35,M,Knife,Other Crime,10,No,,,,
17730,Visakhapatnam,227,BURGLARY,59,X,Poison,Other Crime,17,Yes,,,,
17731,Bangalore,342,FRAUD,47,X,Firearm,Other Crime,13,Yes,,,,
17732,Delhi,568,EXTORTION,53,M,None,Other Crime,14,No,,,,
17733,Delhi,449,VEHICLE - STOLEN,79,F,None,Violent Crime,10,No,,,,
17734,Chennai,514,SHOPLIFTING,57,X,Other,Other Crime,11,Yes,,,,
17735,Jaipur,592,DRUG OFFENSE,21,M,Blunt Object,Other Crime,11,Yes,,,,
17736,Bangalore,563,BURGLARY,37,M,Other,Other Crime,3,Yes,,,,
17737,Nagpur,149,PUBLIC INTOXICATION,69,F,Firearm,Other Crime,4,Yes,,,,
17738,Delhi,202,KIDNAPPING,76,X,Blunt Object,Other Crime,11,No,,,,
17739,Mumbai,257,COUNTERFEITING,44,F,Explosives,Other Crime,14,No,,,,
17740,Bangalore,192,ARSON,23,F,Firearm,Fire Accident,11,No,,,,
17741,Delhi,115,DOMESTIC VIOLENCE,14,X,Firearm,Violent Crime,12,Yes,,,,
17742,Nagpur,229,SEXUAL ASSAULT,62,X,Blunt Object,Violent Crime,1,No,,,,
17743,Srinagar,296,PUBLIC INTOXICATION,51,F,None,Other Crime,17,No,,,,
17744,Delhi,371,FIREARM OFFENSE,62,M,Firearm,Fire Accident,6,Yes,,,,
17745,Mumbai,411,ILLEGAL POSSESSION,63,X,Firearm,Other Crime,18,No,,,,
17746,Bangalore,276,IDENTITY THEFT,23,X,Poison,Violent Crime,8,No,,,,
17747,Rajkot,256,ROBBERY,33,F,None,Violent Crime,12,Yes,,,,
17748,Mumbai,407,DRUG OFFENSE,26,M,Other,Other Crime,19,No,,,,
17749,Delhi,401,DOMESTIC VIOLENCE,41,X,Firearm,Violent Crime,12,Yes,,,,
17750,Delhi,578,HOMICIDE,37,X,None,Other Crime,4,No,,,,
17751,Ahmedabad,409,SHOPLIFTING,70,M,Firearm,Other Crime,18,Yes,,,,
17752,Jaipur,206,COUNTERFEITING,47,F,None,Other Crime,4,Yes,,,,
17753,Patna,252,SHOPLIFTING,44,F,Firearm,Other Crime,10,No,,,,
17754,Pune,566,DRUG OFFENSE,68,X,Blunt Object,Other Crime,9,Yes,,,,
17755,Ghaziabad,391,COUNTERFEITING,61,X,Poison,Other Crime,14,Yes,,,,
17756,Kanpur,166,FIREARM OFFENSE,40,X,Firearm,Fire Accident,12,No,,,,
17757,Ahmedabad,590,ARSON,54,M,Explosives,Fire Accident,9,No,,,,
17758,Pune,171,SHOPLIFTING,35,F,Firearm,Other Crime,6,No,,,,
17759,Delhi,177,IDENTITY THEFT,62,F,Other,Violent Crime,2,Yes,,,,
17760,Delhi,196,HOMICIDE,34,F,None,Other Crime,3,Yes,,,,
17761,Agra,536,COUNTERFEITING,48,F,Blunt Object,Other Crime,18,No,,,,
17762,Delhi,437,VANDALISM,59,X,Explosives,Other Crime,15,No,,,,
17763,Kolkata,589,VANDALISM,65,X,Firearm,Other Crime,8,No,,,,
17764,Jaipur,405,DOMESTIC VIOLENCE,54,X,None,Violent Crime,17,Yes,,,,
17765,Hyderabad,389,TRAFFIC VIOLATION,27,X,Other,Traffic Fatality,17,No,,,,
17766,Vasai,545,DOMESTIC VIOLENCE,79,X,Blunt Object,Violent Crime,16,No,,,,
17767,Visakhapatnam,303,ARSON,79,F,Explosives,Fire Accident,7,Yes,,,,
17768,Kanpur,390,KIDNAPPING,37,F,Blunt Object,Other Crime,12,No,,,,
17769,Chennai,530,BURGLARY,36,M,Knife,Other Crime,2,No,,,,
17770,Ahmedabad,533,CYBERCRIME,23,F,Poison,Other Crime,12,Yes,,,,
17771,Surat,128,ILLEGAL POSSESSION,68,X,Explosives,Other Crime,14,Yes,,,,
17772,Ghaziabad,375,DRUG OFFENSE,47,F,Explosives,Other Crime,11,No,,,,
17773,Mumbai,437,KIDNAPPING,70,M,None,Other Crime,7,Yes,,,,
17774,Varanasi,145,PUBLIC INTOXICATION,44,X,Firearm,Other Crime,14,No,,,,
17775,Surat,568,COUNTERFEITING,65,F,Blunt Object,Other Crime,8,No,,,,
17776,Ghaziabad,119,HOMICIDE,29,M,Firearm,Other Crime,11,Yes,,,,
17777,Chennai,597,FRAUD,29,X,Other,Other Crime,4,Yes,,,,
17778,Bangalore,312,EXTORTION,65,X,Poison,Other Crime,11,Yes,,,,
17779,Delhi,577,CYBERCRIME,65,M,Firearm,Other Crime,3,No,,,,
17780,Hyderabad,478,TRAFFIC VIOLATION,76,X,Knife,Traffic Fatality,11,Yes,,,,
17781,Nagpur,282,ROBBERY,43,X,None,Violent Crime,10,No,,,,
17782,Bangalore,431,VEHICLE - STOLEN,74,F,Blunt Object,Violent Crime,8,No,,,,
17783,Bangalore,286,ARSON,27,M,Firearm,Fire Accident,3,Yes,,,,
17784,Kolkata,123,FRAUD,33,F,Other,Other Crime,17,No,,,,
17785,Kolkata,424,SEXUAL ASSAULT,36,M,Firearm,Violent Crime,9,Yes,,,,
17786,Agra,119,SEXUAL ASSAULT,67,M,Other,Violent Crime,2,Yes,,,,
17787,Ghaziabad,180,BURGLARY,58,X,Firearm,Other Crime,14,Yes,,,,
17788,Vasai,482,ROBBERY,32,X,Firearm,Violent Crime,13,No,,,,
17789,Delhi,337,VANDALISM,75,F,Poison,Other Crime,5,Yes,,,,
17790,Mumbai,581,PUBLIC INTOXICATION,63,X,Other,Other Crime,14,Yes,,,,
17791,Agra,126,CYBERCRIME,39,F,Firearm,Other Crime,18,No,,,,
17792,Lucknow,294,FIREARM OFFENSE,42,F,None,Fire Accident,1,No,,,,
17793,Mumbai,418,FRAUD,75,F,None,Other Crime,17,No,,,,
17794,Mumbai,562,SHOPLIFTING,73,F,None,Other Crime,4,Yes,,,,
17795,Kolkata,555,DOMESTIC VIOLENCE,21,M,Explosives,Violent Crime,17,Yes,,,,
17796,Delhi,569,CYBERCRIME,54,M,Other,Other Crime,1,No,,,,
17797,Kolkata,306,KIDNAPPING,23,F,Poison,Other Crime,6,No,,,,
17798,Kolkata,544,BURGLARY,20,M,Explosives,Other Crime,11,No,,,,
17799,Chennai,324,HOMICIDE,15,X,Poison,Other Crime,15,Yes,,,,
17800,Delhi,127,SHOPLIFTING,47,F,Poison,Other Crime,10,Yes,,,,
17801,Hyderabad,416,DOMESTIC VIOLENCE,53,M,None,Violent Crime,11,Yes,,,,
17802,Jaipur,545,VEHICLE - STOLEN,40,X,Other,Violent Crime,19,Yes,,,,
17803,Patna,114,HOMICIDE,19,F,Knife,Other Crime,16,No,,,,
17804,Mumbai,416,VANDALISM,74,X,Blunt Object,Other Crime,7,Yes,,,,
17805,Chennai,583,PUBLIC INTOXICATION,59,X,Other,Other Crime,17,No,,,,
17806,Lucknow,239,PUBLIC INTOXICATION,69,X,Knife,Other Crime,4,Yes,,,,
17807,Pune,471,KIDNAPPING,45,F,None,Other Crime,6,No,,,,
17808,Visakhapatnam,102,COUNTERFEITING,43,F,None,Other Crime,13,No,,,,
17809,Visakhapatnam,522,PUBLIC INTOXICATION,30,X,Knife,Other Crime,3,Yes,,,,
17810,Vasai,527,VEHICLE - STOLEN,25,F,Explosives,Violent Crime,15,Yes,,,,
17811,Jaipur,169,ASSAULT,57,M,Other,Violent Crime,3,No,,,,
17812,Bangalore,594,CYBERCRIME,59,F,Explosives,Other Crime,12,No,,,,
17813,Delhi,582,ILLEGAL POSSESSION,74,F,Poison,Other Crime,10,Yes,,,,
17814,Indore,518,PUBLIC INTOXICATION,43,M,Poison,Other Crime,16,No,,,,
17815,Mumbai,586,FRAUD,13,M,Blunt Object,Other Crime,13,No,,,,
17816,Mumbai,119,COUNTERFEITING,10,X,Other,Other Crime,12,No,,,,
17817,Mumbai,459,DRUG OFFENSE,39,F,Knife,Other Crime,11,Yes,,,,
17818,Kalyan,326,CYBERCRIME,72,X,Explosives,Other Crime,12,No,,,,
17819,Jaipur,369,BURGLARY,64,F,Explosives,Other Crime,8,No,,,,
17820,Hyderabad,274,EXTORTION,53,F,Other,Other Crime,10,Yes,,,,
17821,Jaipur,581,COUNTERFEITING,71,X,Explosives,Other Crime,18,Yes,,,,
17822,Delhi,367,FIREARM OFFENSE,44,X,Other,Fire Accident,13,No,,,,
17823,Delhi,337,IDENTITY THEFT,75,X,Knife,Violent Crime,2,No,,,,
17824,Pune,385,VEHICLE - STOLEN,42,F,Firearm,Violent Crime,14,Yes,,,,
17825,Bangalore,112,VEHICLE - STOLEN,12,X,Poison,Violent Crime,2,No,,,,
17826,Mumbai,573,DOMESTIC VIOLENCE,31,X,Blunt Object,Violent Crime,10,No,,,,
17827,Indore,571,ILLEGAL POSSESSION,23,F,Firearm,Other Crime,19,No,,,,
17828,Kanpur,224,ROBBERY,32,F,Firearm,Violent Crime,5,No,,,,
17829,Mumbai,199,SHOPLIFTING,11,X,None,Other Crime,12,Yes,,,,
17830,Vasai,556,PUBLIC INTOXICATION,47,M,Other,Other Crime,9,Yes,,,,
17831,Pune,287,HOMICIDE,71,F,Other,Other Crime,18,Yes,,,,
17832,Ludhiana,196,VEHICLE - STOLEN,65,X,Poison,Violent Crime,3,Yes,,,,
17833,Nagpur,219,ASSAULT,62,F,Knife,Violent Crime,18,Yes,,,,
17834,Delhi,265,FIREARM OFFENSE,68,M,None,Fire Accident,9,No,,,,
17835,Pune,221,FIREARM OFFENSE,58,X,Poison,Fire Accident,16,No,,,,
